REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,Year,Value
ZAF,South Africa,ITU_DH_HH_TV,Percentage of households with TV (ITU),2013,79.2295
ZAF,South Africa,ITU_DH_INT_BAND_PER_CAP,International bandwidth usage - per capita,2013,64010.2
ZAF,South Africa,ITU_DH_INT_BAND_PER_INT_USR,International bandwidth usage - per internet user,2013,137656.0
ZAF,South Africa,ITU_DH_INT_CONN_BAND,International bandwidth usage,2013,3500000.0
ZAF,South Africa,ITU_DH_INT_CONN_BAND_CAP,Lit/equipped international bandwidth capacity,2013,934578.0
ZAF,South Africa,ITU_DH_INT_USER_PT,Percentage of individuals using the internet (ITU),2013,46.5
ZAF,South Africa,ITU_DH_MOB_SUB_PER_100,Mobile-cellular subscriptions per 100 inhabitants (ITU),2013,140.576
ZAF,South Africa,ITU_DH_POP_COV_2G,"Population coverage, at least 2G",2013,99.79
ZAF,South Africa,ITU_DH_POP_COV_3G,"Population coverage, at least 3G",2013,90.4
ZAF,South Africa,ITU_DH_POP_COV_4G,"Population coverage, at least 4G",2013,14.23
ZAF,South Africa,ITU_DH_POP_COV_5G,"Population coverage, at least 5G",2013,0.96
ZAF,South Africa,ITU_DH_PRI_DO_MOB,Price of data-only mobile broadband bundle (ITU),2013,48.19
ZAF,South Africa,ITU_DH_PRI_DO_MOB,Price of data-only mobile broadband bundle (ITU),2013,4.18
ZAF,South Africa,ITU_DH_PRI_DO_MOB,Price of data-only mobile broadband bundle (ITU),2013,25.79
ZAF,South Africa,ITU_DH_PRI_FIX_BB_5G,Price of a fixed broadband basket 5GB (ITU),2013,31.94
ZAF,South Africa,ITU_DH_PRI_FIX_BB_5G,Price of a fixed broadband basket 5GB (ITU),2013,2.76755
ZAF,South Africa,ITU_DH_PRI_FIX_BB_5G,Price of a fixed broadband basket 5GB (ITU),2013,17.0896
ZAF,South Africa,ITU_DH_PRI_HU_VD,Price of a high usage voice and data bundle (ITU),2013,69.36
ZAF,South Africa,ITU_DH_PRI_HU_VD,Price of a high usage voice and data bundle (ITU),2013,69.36
ZAF,South Africa,ITU_DH_PRI_HU_VD,Price of a high usage voice and data bundle (ITU),2013,69.36
ZAF,South Africa,ITU_DH_PRI_LU_MOB,Price of a mobile-cellular basket low usage (ITU),2013,38.11
ZAF,South Africa,ITU_DH_PRI_LU_MOB,Price of a mobile-cellular basket low usage (ITU),2013,3.30298
ZAF,South Africa,ITU_DH_PRI_LU_MOB,Price of a mobile-cellular basket low usage (ITU),2013,20.3959
ZAF,South Africa,ITU_DH_PRI_LU_VD,Price of a low usage voice and data bundle (ITU),2013,29.78
ZAF,South Africa,ITU_DH_PRI_LU_VD,Price of a low usage voice and data bundle (ITU),2013,29.78
ZAF,South Africa,ITU_DH_PRI_LU_VD,Price of a low usage voice and data bundle (ITU),2013,29.78
ZAF,South Africa,ITU_DH_TRAF_FIX_BB,Fixed-broadband internet traffic,2013,0.33
ZAF,South Africa,ITU_DH_TRAF_MOB_BB,Mobile-broadband internet traffic within the country,2013,0.0389774
ZAF,South Africa,ITU_DH_ACT_MOB_PER_100,Active mobile-broadband subscriptions per 100 inhabitants (ITU),2014,29.2596
ZAF,South Africa,ITU_DH_COMP_FIB,Competition in Fiber (ITU),2014,2.0
ZAF,South Africa,ITU_DH_COMP_INT_GTW,Competition in International Gateways (ITU),2014,1.0
ZAF,South Africa,ITU_DH_COMP_INT_SER,Competition in Internet Services (ITU),2014,2.0
ZAF,South Africa,ITU_DH_COMP_MOB_BB,Competition in Mobile Broadband (ITU),2014,2.0
ZAF,South Africa,ITU_DH_FIX_BR_SUB_PER_100,Fixed-broadband subscriptions per 100 inhabitants (ITU),2014,3.06919
ZAF,South Africa,ITU_DH_FIX_SUB_PER_100,Fixed-telephone subscriptions per 100 inhabitants (ITU),2014,6.56135
ZAF,South Africa,ITU_DH_FIX_TEL_OR_MOB,Percentage of households with fixed-line telephone or mobile (ITU),2014,12.4808
ZAF,South Africa,ITU_DH_HH_COMP,Percentage of households with a computer (ITU),2014,20.7719
ZAF,South Africa,ITU_DH_HH_INT,Percentage of households with internet access at home (ITU),2014,44.2236
ZAF,South Africa,ITU_DH_HH_RAD,Percentage of households with a radio (ITU),2014,56.735
ZAF,South Africa,ITU_DH_HH_TV,Percentage of households with TV (ITU),2014,80.9329
ZAF,South Africa,ITU_DH_INT_BAND_PER_CAP,International bandwidth usage - per capita,2014,7554.66
ZAF,South Africa,ITU_DH_INT_BAND_PER_INT_USR,International bandwidth usage - per internet user,2014,15417.7
ZAF,South Africa,ITU_DH_INT_CONN_BAND,International bandwidth usage,2014,420000.0
ZAF,South Africa,ITU_DH_INT_CONN_BAND_CAP,Lit/equipped international bandwidth capacity,2014,934578.0
ZAF,South Africa,ITU_DH_INT_USER_PT,Percentage of individuals using the internet (ITU),2014,49.0
ZAF,South Africa,ITU_DH_MOB_SUB_PER_100,Mobile-cellular subscriptions per 100 inhabitants (ITU),2014,142.604
ZAF,South Africa,ITU_DH_POP_COV_2G,"Population coverage, at least 2G",2014,99.9
ZAF,South Africa,ITU_DH_POP_COV_3G,"Population coverage, at least 3G",2014,95.0
ZAF,South Africa,ITU_DH_POP_COV_4G,"Population coverage, at least 4G",2014,34.0
ZAF,South Africa,ITU_DH_POP_COV_5G,"Population coverage, at least 5G",2014,0.96
ZAF,South Africa,ITU_DH_PRI_DO_MOB,Price of data-only mobile broadband bundle (ITU),2014,13.84
ZAF,South Africa,ITU_DH_PRI_DO_MOB,Price of data-only mobile broadband bundle (ITU),2014,1.28
ZAF,South Africa,ITU_DH_PRI_DO_MOB,Price of data-only mobile broadband bundle (ITU),2014,7.28
ZAF,South Africa,ITU_DH_PRI_FIX_BB_5G,Price of a fixed broadband basket 5GB (ITU),2014,28.92
ZAF,South Africa,ITU_DH_PRI_FIX_BB_5G,Price of a fixed broadband basket 5GB (ITU),2014,2.683
ZAF,South Africa,ITU_DH_PRI_FIX_BB_5G,Price of a fixed broadband basket 5GB (ITU),2014,15.2
ZAF,South Africa,ITU_DH_PRI_HU_VD,Price of a high usage voice and data bundle (ITU),2014,69.36
ZAF,South Africa,ITU_DH_PRI_HU_VD,Price of a high usage voice and data bundle (ITU),2014,69.36
ZAF,South Africa,ITU_DH_PRI_HU_VD,Price of a high usage voice and data bundle (ITU),2014,69.36
ZAF,South Africa,ITU_DH_PRI_LU_MOB,Price of a mobile-cellular basket low usage (ITU),2014,19.5
ZAF,South Africa,ITU_DH_PRI_LU_MOB,Price of a mobile-cellular basket low usage (ITU),2014,1.8
ZAF,South Africa,ITU_DH_PRI_LU_MOB,Price of a mobile-cellular basket low usage (ITU),2014,10.2
ZAF,South Africa,ITU_DH_PRI_LU_VD,Price of a low usage voice and data bundle (ITU),2014,29.78
ZAF,South Africa,ITU_DH_PRI_LU_VD,Price of a low usage voice and data bundle (ITU),2014,29.78
ZAF,South Africa,ITU_DH_PRI_LU_VD,Price of a low usage voice and data bundle (ITU),2014,29.78
ZAF,South Africa,ITU_DH_TRAF_FIX_BB,Fixed-broadband internet traffic,2014,0.33
ZAF,South Africa,ITU_DH_TRAF_MOB_BB,Mobile-broadband internet traffic within the country,2014,0.0389774
ZAF,South Africa,ITU_DH_ACT_MOB_PER_100,Active mobile-broadband subscriptions per 100 inhabitants (ITU),2015,49.532
ZAF,South Africa,ITU_DH_COMP_FIB,Competition in Fiber (ITU),2015,2.0
ZAF,South Africa,ITU_DH_COMP_INT_GTW,Competition in International Gateways (ITU),2015,0.0
ZAF,South Africa,ITU_DH_COMP_INT_SER,Competition in Internet Services (ITU),2015,2.0
ZAF,South Africa,ITU_DH_COMP_MOB_BB,Competition in Mobile Broadband (ITU),2015,2.0
ZAF,South Africa,ITU_DH_FIX_BR_SUB_PER_100,Fixed-broadband subscriptions per 100 inhabitants (ITU),2015,2.48459
ZAF,South Africa,ITU_DH_FIX_SUB_PER_100,Fixed-telephone subscriptions per 100 inhabitants (ITU),2015,7.28279
ZAF,South Africa,ITU_DH_FIX_TEL_OR_MOB,Percentage of households with fixed-line telephone or mobile (ITU),2015,10.8432
ZAF,South Africa,ITU_DH_HH_COMP,Percentage of households with a computer (ITU),2015,20.1261
ZAF,South Africa,ITU_DH_HH_INT,Percentage of households with internet access at home (ITU),2015,49.9582
ZAF,South Africa,ITU_DH_HH_RAD,Percentage of households with a radio (ITU),2015,54.9875
ZAF,South Africa,ITU_DH_HH_TV,Percentage of households with TV (ITU),2015,80.3829
ZAF,South Africa,ITU_DH_INT_BAND_PER_CAP,International bandwidth usage - per capita,2015,7756.92
ZAF,South Africa,ITU_DH_INT_BAND_PER_INT_USR,International bandwidth usage - per internet user,2015,14940.4
ZAF,South Africa,ITU_DH_INT_CONN_BAND,International bandwidth usage,2015,440000.0
ZAF,South Africa,ITU_DH_INT_CONN_BAND_CAP,Lit/equipped international bandwidth capacity,2015,934578.0
ZAF,South Africa,ITU_DH_INT_USER_PT,Percentage of individuals using the internet (ITU),2015,51.9191
ZAF,South Africa,ITU_DH_MOB_SUB_PER_100,Mobile-cellular subscriptions per 100 inhabitants (ITU),2015,155.138
ZAF,South Africa,ITU_DH_POP_COV_2G,"Population coverage, at least 2G",2015,99.9
ZAF,South Africa,ITU_DH_POP_COV_3G,"Population coverage, at least 3G",2015,98.0
ZAF,South Africa,ITU_DH_POP_COV_4G,"Population coverage, at least 4G",2015,54.0
ZAF,South Africa,ITU_DH_POP_COV_5G,"Population coverage, at least 5G",2015,0.96
ZAF,South Africa,ITU_DH_PRI_DO_MOB,Price of data-only mobile broadband bundle (ITU),2015,14.9
ZAF,South Africa,ITU_DH_PRI_DO_MOB,Price of data-only mobile broadband bundle (ITU),2015,1.18
ZAF,South Africa,ITU_DH_PRI_DO_MOB,Price of data-only mobile broadband bundle (ITU),2015,6.66
ZAF,South Africa,ITU_DH_PRI_FIX_BB_5G,Price of a fixed broadband basket 5GB (ITU),2015,28.92
ZAF,South Africa,ITU_DH_PRI_FIX_BB_5G,Price of a fixed broadband basket 5GB (ITU),2015,2.28214
ZAF,South Africa,ITU_DH_PRI_FIX_BB_5G,Price of a fixed broadband basket 5GB (ITU),2015,12.93
ZAF,South Africa,ITU_DH_PRI_HU_VD,Price of a high usage voice and data bundle (ITU),2015,69.36
ZAF,South Africa,ITU_DH_PRI_HU_VD,Price of a high usage voice and data bundle (ITU),2015,69.36
ZAF,South Africa,ITU_DH_PRI_HU_VD,Price of a high usage voice and data bundle (ITU),2015,69.36
ZAF,South Africa,ITU_DH_PRI_LU_MOB,Price of a mobile-cellular basket low usage (ITU),2015,15.8
ZAF,South Africa,ITU_DH_PRI_LU_MOB,Price of a mobile-cellular basket low usage (ITU),2015,1.2
ZAF,South Africa,ITU_DH_PRI_LU_MOB,Price of a mobile-cellular basket low usage (ITU),2015,7.1
ZAF,South Africa,ITU_DH_PRI_LU_VD,Price of a low usage voice and data bundle (ITU),2015,29.78
ZAF,South Africa,ITU_DH_PRI_LU_VD,Price of a low usage voice and data bundle (ITU),2015,29.78
ZAF,South Africa,ITU_DH_PRI_LU_VD,Price of a low usage voice and data bundle (ITU),2015,29.78
ZAF,South Africa,ITU_DH_TRAF_FIX_BB,Fixed-broadband internet traffic,2015,0.33
ZAF,South Africa,ITU_DH_TRAF_MOB_BB,Mobile-broadband internet traffic within the country,2015,0.1
ZAF,South Africa,ITU_DH_ACT_MOB_PER_100,Active mobile-broadband subscriptions per 100 inhabitants (ITU),2016,54.1564
ZAF,South Africa,ITU_DH_COMP_FIB,Competition in Fiber (ITU),2016,2.0
ZAF,South Africa,ITU_DH_COMP_INT_GTW,Competition in International Gateways (ITU),2016,0.0
ZAF,South Africa,ITU_DH_COMP_INT_SER,Competition in Internet Services (ITU),2016,2.0
ZAF,South Africa,ITU_DH_COMP_MOB_BB,Competition in Mobile Broadband (ITU),2016,2.0
ZAF,South Africa,ITU_DH_FIX_BR_SUB_PER_100,Fixed-broadband subscriptions per 100 inhabitants (ITU),2016,2.00974
ZAF,South Africa,ITU_DH_FIX_SUB_PER_100,Fixed-telephone subscriptions per 100 inhabitants (ITU),2016,7.89886
ZAF,South Africa,ITU_DH_FIX_TEL_OR_MOB,Percentage of households with fixed-line telephone or mobile (ITU),2016,9.84634
ZAF,South Africa,ITU_DH_HH_COMP,Percentage of households with a computer (ITU),2016,21.4871
ZAF,South Africa,ITU_DH_HH_INT,Percentage of households with internet access at home (ITU),2016,59.767
ZAF,South Africa,ITU_DH_HH_RAD,Percentage of households with a radio (ITU),2016,58.5866
ZAF,South Africa,ITU_DH_HH_TV,Percentage of households with TV (ITU),2016,85.4816
ZAF,South Africa,ITU_DH_INT_BAND_PER_CAP,International bandwidth usage - per capita,2016,6593.82
ZAF,South Africa,ITU_DH_INT_BAND_PER_INT_USR,International bandwidth usage - per internet user,2016,12210.8
ZAF,South Africa,ITU_DH_INT_CONN_BAND,International bandwidth usage,2016,377559.0
ZAF,South Africa,ITU_DH_INT_CONN_BAND_CAP,Lit/equipped international bandwidth capacity,2016,934578.0
ZAF,South Africa,ITU_DH_INT_USER_PT,Percentage of individuals using the internet (ITU),2016,54.0
ZAF,South Africa,ITU_DH_MOB_SUB_PER_100,Mobile-cellular subscriptions per 100 inhabitants (ITU),2016,143.929
ZAF,South Africa,ITU_DH_POP_COV_2G,"Population coverage, at least 2G",2016,99.6
ZAF,South Africa,ITU_DH_POP_COV_3G,"Population coverage, at least 3G",2016,98.0
ZAF,South Africa,ITU_DH_POP_COV_4G,"Population coverage, at least 4G",2016,73.0
ZAF,South Africa,ITU_DH_POP_COV_5G,"Population coverage, at least 5G",2016,0.96
ZAF,South Africa,ITU_DH_PRI_DO_MOB,Price of data-only mobile broadband bundle (ITU),2016,12.5818
ZAF,South Africa,ITU_DH_PRI_DO_MOB,Price of data-only mobile broadband bundle (ITU),2016,1.0063
ZAF,South Africa,ITU_DH_PRI_DO_MOB,Price of data-only mobile broadband bundle (ITU),2016,5.09857
ZAF,South Africa,ITU_DH_PRI_FIX_BB_5G,Price of a fixed broadband basket 5GB (ITU),2016,45.13
ZAF,South Africa,ITU_DH_PRI_FIX_BB_5G,Price of a fixed broadband basket 5GB (ITU),2016,3.61
ZAF,South Africa,ITU_DH_PRI_FIX_BB_5G,Price of a fixed broadband basket 5GB (ITU),2016,18.29
ZAF,South Africa,ITU_DH_PRI_HU_VD,Price of a high usage voice and data bundle (ITU),2016,69.36
ZAF,South Africa,ITU_DH_PRI_HU_VD,Price of a high usage voice and data bundle (ITU),2016,69.36
ZAF,South Africa,ITU_DH_PRI_HU_VD,Price of a high usage voice and data bundle (ITU),2016,69.36
ZAF,South Africa,ITU_DH_PRI_LU_MOB,Price of a mobile-cellular basket low usage (ITU),2016,18.6
ZAF,South Africa,ITU_DH_PRI_LU_MOB,Price of a mobile-cellular basket low usage (ITU),2016,1.5
ZAF,South Africa,ITU_DH_PRI_LU_MOB,Price of a mobile-cellular basket low usage (ITU),2016,7.5
ZAF,South Africa,ITU_DH_PRI_LU_VD,Price of a low usage voice and data bundle (ITU),2016,29.78
ZAF,South Africa,ITU_DH_PRI_LU_VD,Price of a low usage voice and data bundle (ITU),2016,29.78
ZAF,South Africa,ITU_DH_PRI_LU_VD,Price of a low usage voice and data bundle (ITU),2016,29.78
ZAF,South Africa,ITU_DH_TRAF_FIX_BB,Fixed-broadband internet traffic,2016,0.28
ZAF,South Africa,ITU_DH_TRAF_MOB_BB,Mobile-broadband internet traffic within the country,2016,0.179458
ZAF,South Africa,ITU_DH_ACT_MOB_PER_100,Active mobile-broadband subscriptions per 100 inhabitants (ITU),2017,60.5407
ZAF,South Africa,ITU_DH_COMP_FIB,Competition in Fiber (ITU),2017,2.0
ZAF,South Africa,ITU_DH_COMP_INT_GTW,Competition in International Gateways (ITU),2017,0.0
ZAF,South Africa,ITU_DH_COMP_INT_SER,Competition in Internet Services (ITU),2017,2.0
ZAF,South Africa,ITU_DH_COMP_MOB_BB,Competition in Mobile Broadband (ITU),2017,2.0
ZAF,South Africa,ITU_DH_FIX_BR_SUB_PER_100,Fixed-broadband subscriptions per 100 inhabitants (ITU),2017,1.94879
ZAF,South Africa,ITU_DH_FIX_SUB_PER_100,Fixed-telephone subscriptions per 100 inhabitants (ITU),2017,8.34573
ZAF,South Africa,ITU_DH_FIX_TEL_OR_MOB,Percentage of households with fixed-line telephone or mobile (ITU),2017,8.12358
ZAF,South Africa,ITU_DH_HH_COMP,Percentage of households with a computer (ITU),2017,21.8522
ZAF,South Africa,ITU_DH_HH_INT,Percentage of households with internet access at home (ITU),2017,61.8331
ZAF,South Africa,ITU_DH_HH_RAD,Percentage of households with a radio (ITU),2017,51.3184
ZAF,South Africa,ITU_DH_HH_TV,Percentage of households with TV (ITU),2017,81.5351
ZAF,South Africa,ITU_DH_INT_BAND_PER_CAP,International bandwidth usage - per capita,2017,10590.8
ZAF,South Africa,ITU_DH_INT_BAND_PER_INT_USR,International bandwidth usage - per internet user,2017,18855.7
ZAF,South Africa,ITU_DH_INT_CONN_BAND,International bandwidth usage,2017,610400.0
ZAF,South Africa,ITU_DH_INT_CONN_BAND_CAP,Lit/equipped international bandwidth capacity,2017,789099.0
ZAF,South Africa,ITU_DH_INT_USER_PT,Percentage of individuals using the internet (ITU),2017,56.1674
ZAF,South Africa,ITU_DH_MOB_SUB_PER_100,Mobile-cellular subscriptions per 100 inhabitants (ITU),2017,153.548
ZAF,South Africa,ITU_DH_POP_COV_2G,"Population coverage, at least 2G",2017,99.97
ZAF,South Africa,ITU_DH_POP_COV_3G,"Population coverage, at least 3G",2017,98.61
ZAF,South Africa,ITU_DH_POP_COV_4G,"Population coverage, at least 4G",2017,77.62
ZAF,South Africa,ITU_DH_POP_COV_5G,"Population coverage, at least 5G",2017,0.96
ZAF,South Africa,ITU_DH_PRI_DO_MOB,Price of data-only mobile broadband bundle (ITU),2017,11.9429
ZAF,South Africa,ITU_DH_PRI_DO_MOB,Price of data-only mobile broadband bundle (ITU),2017,1.24305
ZAF,South Africa,ITU_DH_PRI_DO_MOB,Price of data-only mobile broadband bundle (ITU),2017,5.62481
ZAF,South Africa,ITU_DH_PRI_FIX_BB_5G,Price of a fixed broadband basket 5GB (ITU),2017,26.2743
ZAF,South Africa,ITU_DH_PRI_FIX_BB_5G,Price of a fixed broadband basket 5GB (ITU),2017,2.73471
ZAF,South Africa,ITU_DH_PRI_FIX_BB_5G,Price of a fixed broadband basket 5GB (ITU),2017,12.3746
ZAF,South Africa,ITU_DH_PRI_HU_VD,Price of a high usage voice and data bundle (ITU),2017,69.36
ZAF,South Africa,ITU_DH_PRI_HU_VD,Price of a high usage voice and data bundle (ITU),2017,69.36
ZAF,South Africa,ITU_DH_PRI_HU_VD,Price of a high usage voice and data bundle (ITU),2017,69.36
ZAF,South Africa,ITU_DH_PRI_LU_MOB,Price of a mobile-cellular basket low usage (ITU),2017,17.6818
ZAF,South Africa,ITU_DH_PRI_LU_MOB,Price of a mobile-cellular basket low usage (ITU),2017,1.84038
ZAF,South Africa,ITU_DH_PRI_LU_MOB,Price of a mobile-cellular basket low usage (ITU),2017,8.32772
ZAF,South Africa,ITU_DH_PRI_LU_VD,Price of a low usage voice and data bundle (ITU),2017,29.78
ZAF,South Africa,ITU_DH_PRI_LU_VD,Price of a low usage voice and data bundle (ITU),2017,29.78
ZAF,South Africa,ITU_DH_PRI_LU_VD,Price of a low usage voice and data bundle (ITU),2017,29.78
ZAF,South Africa,ITU_DH_TRAF_FIX_BB,Fixed-broadband internet traffic,2017,0.32
ZAF,South Africa,ITU_DH_TRAF_MOB_BB,Mobile-broadband internet traffic within the country,2017,0.371058
ZAF,South Africa,ITU_DH_ACT_MOB_PER_100,Active mobile-broadband subscriptions per 100 inhabitants (ITU),2018,64.6106
ZAF,South Africa,ITU_DH_COMP_FIB,Competition in Fiber (ITU),2018,2.0
ZAF,South Africa,ITU_DH_COMP_INT_GTW,Competition in International Gateways (ITU),2018,0.0
ZAF,South Africa,ITU_DH_COMP_INT_SER,Competition in Internet Services (ITU),2018,2.0
ZAF,South Africa,ITU_DH_COMP_MOB_BB,Competition in Mobile Broadband (ITU),2018,2.0
ZAF,South Africa,ITU_DH_FIX_BR_SUB_PER_100,Fixed-broadband subscriptions per 100 inhabitants (ITU),2018,1.88868
ZAF,South Africa,ITU_DH_FIX_SUB_PER_100,Fixed-telephone subscriptions per 100 inhabitants (ITU),2018,5.70768
ZAF,South Africa,ITU_DH_FIX_TEL_OR_MOB,Percentage of households with fixed-line telephone or mobile (ITU),2018,8.12358
ZAF,South Africa,ITU_DH_HH_COMP,Percentage of households with a computer (ITU),2018,21.2542
ZAF,South Africa,ITU_DH_HH_INT,Percentage of households with internet access at home (ITU),2018,64.6971
ZAF,South Africa,ITU_DH_HH_RAD,Percentage of households with a radio (ITU),2018,51.3184
ZAF,South Africa,ITU_DH_HH_TV,Percentage of households with TV (ITU),2018,81.5351
ZAF,South Africa,ITU_DH_INT_BAND_PER_CAP,International bandwidth usage - per capita,2018,14750.4
ZAF,South Africa,ITU_DH_INT_BAND_PER_INT_USR,International bandwidth usage - per internet user,2018,23638.4
ZAF,South Africa,ITU_DH_INT_CONN_BAND,International bandwidth usage,2018,864564.0
ZAF,South Africa,ITU_DH_INT_CONN_BAND_CAP,Lit/equipped international bandwidth capacity,2018,2000190.0
ZAF,South Africa,ITU_DH_INT_USER_PT,Percentage of individuals using the internet (ITU),2018,62.4
ZAF,South Africa,ITU_DH_MOB_SUB_PER_100,Mobile-cellular subscriptions per 100 inhabitants (ITU),2018,157.692
ZAF,South Africa,ITU_DH_POP_COV_2G,"Population coverage, at least 2G",2018,99.97
ZAF,South Africa,ITU_DH_POP_COV_3G,"Population coverage, at least 3G",2018,99.51
ZAF,South Africa,ITU_DH_POP_COV_4G,"Population coverage, at least 4G",2018,90.32
ZAF,South Africa,ITU_DH_POP_COV_5G,"Population coverage, at least 5G",2018,0.96
ZAF,South Africa,ITU_DH_PRI_DO_MOB,Price of data-only mobile broadband bundle (ITU),2018,37.74
ZAF,South Africa,ITU_DH_PRI_DO_MOB,Price of data-only mobile broadband bundle (ITU),2018,3.95
ZAF,South Africa,ITU_DH_PRI_DO_MOB,Price of data-only mobile broadband bundle (ITU),2018,18.82
ZAF,South Africa,ITU_DH_PRI_FIX_BB_5G,Price of a fixed broadband basket 5GB (ITU),2018,62.54
ZAF,South Africa,ITU_DH_PRI_FIX_BB_5G,Price of a fixed broadband basket 5GB (ITU),2018,6.54
ZAF,South Africa,ITU_DH_PRI_FIX_BB_5G,Price of a fixed broadband basket 5GB (ITU),2018,31.18
ZAF,South Africa,ITU_DH_PRI_HU_VD,Price of a high usage voice and data bundle (ITU),2018,69.36
ZAF,South Africa,ITU_DH_PRI_HU_VD,Price of a high usage voice and data bundle (ITU),2018,7.25
ZAF,South Africa,ITU_DH_PRI_HU_VD,Price of a high usage voice and data bundle (ITU),2018,34.58
ZAF,South Africa,ITU_DH_PRI_LU_MOB,Price of a mobile-cellular basket low usage (ITU),2018,14.63
ZAF,South Africa,ITU_DH_PRI_LU_MOB,Price of a mobile-cellular basket low usage (ITU),2018,1.53
ZAF,South Africa,ITU_DH_PRI_LU_MOB,Price of a mobile-cellular basket low usage (ITU),2018,7.29
ZAF,South Africa,ITU_DH_PRI_LU_VD,Price of a low usage voice and data bundle (ITU),2018,29.78
ZAF,South Africa,ITU_DH_PRI_LU_VD,Price of a low usage voice and data bundle (ITU),2018,3.12
ZAF,South Africa,ITU_DH_PRI_LU_VD,Price of a low usage voice and data bundle (ITU),2018,14.85
ZAF,South Africa,ITU_DH_TRAF_FIX_BB,Fixed-broadband internet traffic,2018,0.647521
ZAF,South Africa,ITU_DH_TRAF_MOB_BB,Mobile-broadband internet traffic within the country,2018,0.857343
ZAF,South Africa,ITU_DH_ACT_MOB_PER_100,Active mobile-broadband subscriptions per 100 inhabitants (ITU),2019,60.0794
ZAF,South Africa,ITU_DH_COMP_FIB,Competition in Fiber (ITU),2019,2.0
ZAF,South Africa,ITU_DH_COMP_INT_GTW,Competition in International Gateways (ITU),2019,0.0
ZAF,South Africa,ITU_DH_COMP_INT_SER,Competition in Internet Services (ITU),2019,2.0
ZAF,South Africa,ITU_DH_COMP_MOB_BB,Competition in Mobile Broadband (ITU),2019,2.0
ZAF,South Africa,ITU_DH_FIX_BR_SUB_PER_100,Fixed-broadband subscriptions per 100 inhabitants (ITU),2019,2.09834
ZAF,South Africa,ITU_DH_FIX_SUB_PER_100,Fixed-telephone subscriptions per 100 inhabitants (ITU),2019,3.39789
ZAF,South Africa,ITU_DH_FIX_TEL_OR_MOB,Percentage of households with fixed-line telephone or mobile (ITU),2019,8.12358
ZAF,South Africa,ITU_DH_HH_COMP,Percentage of households with a computer (ITU),2019,22.7137
ZAF,South Africa,ITU_DH_HH_INT,Percentage of households with internet access at home (ITU),2019,63.251
ZAF,South Africa,ITU_DH_HH_RAD,Percentage of households with a radio (ITU),2019,51.3184
ZAF,South Africa,ITU_DH_HH_TV,Percentage of households with TV (ITU),2019,81.5351
ZAF,South Africa,ITU_DH_INT_BAND_PER_CAP,International bandwidth usage - per capita,2019,19780.9
ZAF,South Africa,ITU_DH_INT_BAND_PER_INT_USR,International bandwidth usage - per internet user,2019,28381.3
ZAF,South Africa,ITU_DH_INT_CONN_BAND,International bandwidth usage,2019,1178700.0
ZAF,South Africa,ITU_DH_INT_CONN_BAND_CAP,Lit/equipped international bandwidth capacity,2019,2000190.0
ZAF,South Africa,ITU_DH_INT_USER_PT,Percentage of individuals using the internet (ITU),2019,69.6969
ZAF,South Africa,ITU_DH_MOB_SUB_PER_100,Mobile-cellular subscriptions per 100 inhabitants (ITU),2019,162.739
ZAF,South Africa,ITU_DH_POP_COV_2G,"Population coverage, at least 2G",2019,99.97
ZAF,South Africa,ITU_DH_POP_COV_3G,"Population coverage, at least 3G",2019,99.66
ZAF,South Africa,ITU_DH_POP_COV_4G,"Population coverage, at least 4G",2019,94.41
ZAF,South Africa,ITU_DH_POP_COV_5G,"Population coverage, at least 5G",2019,0.96
ZAF,South Africa,ITU_DH_PRI_DO_MOB,Price of data-only mobile broadband bundle (ITU),2019,37.74
ZAF,South Africa,ITU_DH_PRI_DO_MOB,Price of data-only mobile broadband bundle (ITU),2019,3.95
ZAF,South Africa,ITU_DH_PRI_DO_MOB,Price of data-only mobile broadband bundle (ITU),2019,18.82
ZAF,South Africa,ITU_DH_PRI_FIX_BB_5G,Price of a fixed broadband basket 5GB (ITU),2019,62.54
ZAF,South Africa,ITU_DH_PRI_FIX_BB_5G,Price of a fixed broadband basket 5GB (ITU),2019,6.54
ZAF,South Africa,ITU_DH_PRI_FIX_BB_5G,Price of a fixed broadband basket 5GB (ITU),2019,31.18
ZAF,South Africa,ITU_DH_PRI_HU_VD,Price of a high usage voice and data bundle (ITU),2019,69.78
ZAF,South Africa,ITU_DH_PRI_HU_VD,Price of a high usage voice and data bundle (ITU),2019,7.3
ZAF,South Africa,ITU_DH_PRI_HU_VD,Price of a high usage voice and data bundle (ITU),2019,34.79
ZAF,South Africa,ITU_DH_PRI_LU_MOB,Price of a mobile-cellular basket low usage (ITU),2019,14.84
ZAF,South Africa,ITU_DH_PRI_LU_MOB,Price of a mobile-cellular basket low usage (ITU),2019,1.55
ZAF,South Africa,ITU_DH_PRI_LU_MOB,Price of a mobile-cellular basket low usage (ITU),2019,7.4
ZAF,South Africa,ITU_DH_PRI_LU_VD,Price of a low usage voice and data bundle (ITU),2019,30.0
ZAF,South Africa,ITU_DH_PRI_LU_VD,Price of a low usage voice and data bundle (ITU),2019,3.14
ZAF,South Africa,ITU_DH_PRI_LU_VD,Price of a low usage voice and data bundle (ITU),2019,14.95
ZAF,South Africa,ITU_DH_TRAF_FIX_BB,Fixed-broadband internet traffic,2019,1.43859
